"simulação","valor_final","retorno_percentual","drawdown_percentual"
463,10145.2392282321,1.45239228232117,19.4830920823949
464,10292.6448964941,2.92644896494139,25.4320810417359
465,13675.2569294197,36.7525692941972,16.0708859223557
466,12113.8924554474,21.1389245544744,27.9722069764009
467,10493.6022300641,4.9360223006415,21.6679071301912
468,9793.72073141091,-2.06279268589092,27.2878483097292
469,9731.57133219256,-2.6842866780744,30.1001626508491
470,14624.6526760063,46.2465267600632,16.1257255221751
471,9441.66215713961,-5.58337842860394,38.4422539137135
472,12238.2215608887,22.3822156088866,15.7806720118912
473,16624.6222632166,66.2462226321664,12.0541126994592
474,7857.01520770349,-21.4298479229651,26.4316937488897
475,5831.62801158893,-41.6837198841107,43.4331321688712
476,11640.5286997468,16.4052869974677,18.5363678884079
477,9344.06365540991,-6.55936344590091,27.3950294836475
478,8819.45958702168,-11.8054041297832,31.5035488349235
479,9569.54416196095,-4.30455838039047,16.5249109110837
480,16548.1652768939,65.4816527689392,10.0257055118641
481,18797.5119388297,87.975119388297,23.1110842754382
482,14675.7232433004,46.757232433004,9.22753993833229
483,11306.9964169525,13.0699641695249,28.5023998157814
484,10749.5196646661,7.49519664666136,21.5546662270832
485,10259.0512103341,2.5905121033414,17.4727143771754
486,15905.0704907948,59.0507049079481,16.0482366861377
487,10919.7332674715,9.19733267471461,19.0608364864294
488,14913.8407491236,49.1384074912363,28.6664595571449
489,13446.1093779319,34.461093779319,13.5245872542613
490,9114.29237556281,-8.85707624437185,35.8765395460819
491,14334.2554344034,43.342554344034,11.0805883970448
492,14325.7336982234,43.2573369822343,20.3842059796295
493,12606.0237598277,26.0602375982775,22.9806012581545
494,14158.3335985321,41.5833359853206,13.6468392691038
495,25560.3825415297,155.603825415297,13.5700379727858
496,8064.98323384398,-19.3501676615602,38.6475408115136
497,9385.93620731241,-6.1406379268759,26.0773987993664
498,10877.268292267,8.7726829226705,20.0391375165363
499,16702.997395382,67.02997395382,14.2253488970705
500,11935.8443894393,19.3584438943927,16.6044215288203
501,14950.0324884512,49.5003248845115,14.2667350392251
502,9055.89039794526,-9.44109602054739,28.4305600918387
503,10160.1167773571,1.60116777357062,28.7813422125988
504,11300.7214621619,13.0072146216194,23.4033522973099
505,10998.4341016898,9.98434101689776,15.9317641344566
506,8100.19564183281,-18.9980435816719,34.9895456068944
507,14245.6362347854,42.4563623478536,23.423154944352
508,14688.6109116882,46.8861091168818,17.1817891507812
509,7959.22730658509,-20.4077269341491,39.4268372924852
510,16442.8532721527,64.4285327215272,22.2072810879768
511,10592.5460068039,5.92546006803933,23.6753881479228
512,12639.0733665205,26.3907336652049,15.9105539161167
513,9557.33236920121,-4.42667630798793,23.1128665668639
514,10607.471676956,6.07471676955957,23.7121877077558
515,7012.5540994524,-29.874459005476,41.0865449905021
516,13669.3687333776,36.6936873337757,21.8337664010168
517,12975.2388791418,29.7523887914176,19.8089733787372
518,9660.74269904016,-3.39257300959838,39.3514643297137
519,8591.83057458222,-14.0816942541778,33.4936425366389
520,8654.63908190065,-13.4536091809935,27.2642662610145
521,13272.9184984815,32.7291849848152,17.337001636909
522,10032.1097421452,0.321097421451744,21.7986122872545
523,9764.64430038837,-2.35355699611635,24.0090639708675
524,11720.8945095127,17.2089450951265,16.2892849371684
525,8709.67308977718,-12.9032691022282,34.2194182520726
526,18909.1408636156,89.0914086361561,12.4151027682552
527,9592.37215772607,-4.07627842273925,18.9187023487703
528,14904.3976460295,49.0439764602949,25.1393715454986
529,10882.1642905582,8.82164290558229,21.0345960487919
530,11238.287998842,12.3828799884195,21.2291959648507
531,9917.38671840671,-0.826132815932867,29.9030434286175
